to_project_name,amount,funding_date,from_funder_name,grant_pool_name,metadata
passportxyz,75272.68000000001,2024-12-06,optimism,retrofunding6,"{""application_name"": ""Passport XYZ | Gitcoin Passport"", ""application_url"": ""https://atlas.optimism.io/project/0x120cdd8e43ae1efbafdf02eda876e1952c05a52870c8d5a8f56d9ec0f79f586d"", ""token_amount"": 28298, ""token_unit"": ""OP"", ""project_id"": ""0x120cdd8e43ae1efbafdf02eda876e1952c05a52870c8d5a8f56d9ec0f79f586d""}"
,74413.5,2024-12-06,optimism,retrofunding6,"{""application_name"": ""Curia OP Governance Analytics Dashboard"", ""application_url"": ""https://atlas.optimism.io/project/0x6b68c75e9dcd10c64f2b440e47589eb9ef29e17352055816e4f974401eab2358"", ""token_amount"": 27975, ""token_unit"": ""OP"", ""project_id"": ""0x6b68c75e9dcd10c64f2b440e47589eb9ef29e17352055816e4f974401eab2358""}"
,70641.62000000001,2024-12-06,optimism,retrofunding6,"{""application_name"": ""Retro Funding Application Review"", ""application_url"": ""https://atlas.optimism.io/project/0xfb52bbc12284743f2bf1ad88e2b1b5b3b08d88fa1a7414eefd256ee2ad4e6c73"", ""token_amount"": 26557, ""token_unit"": ""OP"", ""project_id"": ""0xfb52bbc12284743f2bf1ad88e2b1b5b3b08d88fa1a7414eefd256ee2ad4e6c73""}"
,68585.44,2024-12-06,optimism,retrofunding6,"{""application_name"": ""Retro Funding 3 Voting App"", ""application_url"": ""https://atlas.optimism.io/project/0x10d59efed113e75efd8931b2d65079881e0c43466bb8edce2c22abcd2fb7b985"", ""token_amount"": 25784, ""token_unit"": ""OP"", ""project_id"": ""0x10d59efed113e75efd8931b2d65079881e0c43466bb8edce2c22abcd2fb7b985""}"
,68585.44,2024-12-06,optimism,retrofunding6,"{""application_name"": ""Retro Funding & Token House API"", ""application_url"": ""https://atlas.optimism.io/project/0xf752ab3ca3a629004c99cd509b9b018e317c20ccc69344e491431a48836229ec"", ""token_amount"": 25784, ""token_unit"": ""OP"", ""project_id"": ""0xf752ab3ca3a629004c99cd509b9b018e317c20ccc69344e491431a48836229ec""}"
,68566.82,2024-12-06,optimism,retrofunding6,"{""application_name"": ""Grant Innovation Lab"", ""application_url"": ""https://atlas.optimism.io/project/0xda96b973f206589044d7ea1578683ae48332f4383c05bae3ae090c513242fc2f"", ""token_amount"": 25777, ""token_unit"": ""OP"", ""project_id"": ""0xda96b973f206589044d7ea1578683ae48332f4383c05bae3ae090c513242fc2f""}"
boardroom-inc,68069.40000000001,2024-12-06,optimism,retrofunding6,"{""application_name"": ""Boardroom"", ""application_url"": ""https://atlas.optimism.io/project/0x21baeb053d557821f9ad4050e665332b3f086ecb320aa64f5191eab2fcb0bafa"", ""token_amount"": 25590, ""token_unit"": ""OP"", ""project_id"": ""0x21baeb053d557821f9ad4050e665332b3f086ecb320aa64f5191eab2fcb0bafa""}"
,67625.18000000001,2024-12-06,optimism,retrofunding6,"{""application_name"": ""OP Badgeholder Analysis and Dashboard"", ""application_url"": ""https://atlas.optimism.io/project/0x243b5228be95d796c94acfaa33fd7c3efe020301dd417485ea20db7e8d007cb9"", ""token_amount"": 25423, ""token_unit"": ""OP"", ""project_id"": ""0x243b5228be95d796c94acfaa33fd7c3efe020301dd417485ea20db7e8d007cb9""}"
voteagora,62584.48,2024-12-06,optimism,retrofunding6,"{""application_name"": ""Retro Funding App (Sign up and Identity)"", ""application_url"": ""https://atlas.optimism.io/project/0x86945b0e97c101bc4cfdb82f897bd5cd16dcdf28b60b4c8887de88155c5c70da"", ""token_amount"": 23528, ""token_unit"": ""OP"", ""project_id"": ""0x86945b0e97c101bc4cfdb82f897bd5cd16dcdf28b60b4c8887de88155c5c70da""}"
,62068.44,2024-12-06,optimism,retrofunding6,"{""application_name"": ""RetroList"", ""application_url"": ""https://atlas.optimism.io/project/0xdd197ad6aa36b5d3753c1710960b40f1e23e941b6967444afe36860c3f2e288c"", ""token_amount"": 23334, ""token_unit"": ""OP"", ""project_id"": ""0xdd197ad6aa36b5d3753c1710960b40f1e23e941b6967444afe36860c3f2e288c""}"
